Feature 1,Feature 2,Absolute Correlation
Pkt Len Max,FIN Flag Cnt,0.053012815786116545
Flow IAT Mean,Bwd IAT Min,0.05299900450825061
Bwd Pkt Len Max,FIN Flag Cnt,0.05294659841546254
Fwd Seg Size Avg,Fwd Seg Size Min,0.052882174980967867
Fwd Pkt Len Mean,Fwd Seg Size Min,0.052882174980967867
Tot Bwd Pkts,PSH Flag Cnt,0.052809309190706005
PSH Flag Cnt,Subflow Bwd Pkts,0.052809309190706
TotLen Fwd Pkts,Subflow Fwd Pkts,0.05277585757228324
Tot Fwd Pkts,TotLen Fwd Pkts,0.05277585757228324
Tot Fwd Pkts,Subflow Fwd Byts,0.05277585757228324
Subflow Fwd Pkts,Subflow Fwd Byts,0.05277585757228324
Bwd Header Len,Fwd Seg Size Min,0.05229925904181394
Pkt Len Var,Active Min,0.052255360531178116
Flow IAT Min,Bwd IAT Std,0.05216477242326459
Bwd Pkt Len Max,Subflow Fwd Byts,0.05191560360042666
TotLen Fwd Pkts,Bwd Pkt Len Max,0.05191560360042666
Flow Pkts/s,Idle Min,0.05175307871594116
Fwd Pkt Len Mean,Active Min,0.05155233231562875
Fwd Seg Size Avg,Active Min,0.05155233231562875
Tot Fwd Pkts,Bwd Pkt Len Min,0.05154122298130992
Bwd Pkt Len Min,Subflow Fwd Pkts,0.0515412229813099
Tot Fwd Pkts,Flow IAT Max,0.0514911608157228
Flow IAT Max,Subflow Fwd Pkts,0.0514911608157228
Flow Pkts/s,Bwd IAT Mean,0.05092755316337739
Pkt Len Std,FIN Flag Cnt,0.05074336365006455
Flow IAT Mean,Bwd IAT Mean,0.05058333960202382
Flow IAT Max,Subflow Bwd Pkts,0.05047393949104961
Tot Bwd Pkts,Flow IAT Max,0.05047393949104961
Flow IAT Max,Init Fwd Win Byts,0.05045942688234925
Bwd Pkt Len Min,Active Mean,0.05011870166074949
Flow IAT Max,RST Flag Cnt,0.05009352056404303
Flow IAT Max,ECE Flag Cnt,0.05009328475669213
Fwd IAT Min,Bwd IAT Std,0.05008813467901879
Bwd Header Len,Init Fwd Win Byts,0.04995720106758362
RST Flag Cnt,Idle Mean,0.04994202193519893
ECE Flag Cnt,Idle Mean,0.04994099697788392
Flow IAT Min,Bwd IAT Max,0.04992608095335008
Down/Up Ratio,Init Fwd Win Byts,0.04984054247941903
Fwd Pkt Len Max,Active Min,0.049824998562590615
ACK Flag Cnt,Active Max,0.04970170813222982
Flow Pkts/s,Flow IAT Mean,0.04967573904692548
Fwd IAT Max,Init Fwd Win Byts,0.0496284592734154
Flow IAT Std,Flow IAT Min,0.04959124665951801
RST Flag Cnt,Idle Max,0.04950788097809754
ECE Flag Cnt,Idle Max,0.04950684001946749
Flow Pkts/s,RST Flag Cnt,0.04943571960853117
Flow Pkts/s,ECE Flag Cnt,0.04943493262073053
Fwd IAT Mean,ECE Flag Cnt,0.049312981305194396
Fwd IAT Mean,RST Flag Cnt,0.049312108758919365
Bwd IAT Std,Bwd Pkts/s,0.04928894588235851
Flow IAT Std,ACK Flag Cnt,0.04927552164882716
Bwd IAT Std,Fwd Pkts/s,0.049241008180840554
RST Flag Cnt,Idle Min,0.04920459187914984
ECE Flag Cnt,Idle Min,0.04920360166541491
Fwd Pkt Len Std,Subflow Bwd Pkts,0.04912968971247574
Tot Bwd Pkts,Fwd Pkt Len Std,0.04912968971247574
Tot Bwd Pkts,Bwd Pkt Len Std,0.04900534161636445
Bwd Pkt Len Std,Subflow Bwd Pkts,0.04900534161636445
Fwd Header Len,ACK Flag Cnt,0.04899961264817411
Fwd Pkt Len Mean,Bwd Pkt Len Min,0.04898693130712632
Bwd Pkt Len Min,Fwd Seg Size Avg,0.048986931307126294
Pkt Len Mean,FIN Flag Cnt,0.048721474820407035
PSH Flag Cnt,Idle Std,0.04865029017312573
Dst Port,Fwd IAT Min,0.048592984748243896
Fwd Pkts/s,PSH Flag Cnt,0.048578020207532664
Fwd Header Len,Subflow Fwd Byts,0.04853058617123619
TotLen Fwd Pkts,Fwd Header Len,0.048530586171236186
Protocol,Bwd Header Len,0.048380916754049055
Flow IAT Std,Bwd Pkts/s,0.04835478957536387
Flow IAT Std,Fwd Pkts/s,0.04830734145439883
Flow IAT Mean,ECE Flag Cnt,0.04828025184156153
Flow IAT Mean,RST Flag Cnt,0.04827923088246071
Bwd Pkt Len Max,Flow Byts/s,0.04810274130678849
Flow IAT Min,Fwd IAT Std,0.04799209616123919
Fwd Pkt Len Std,Fwd IAT Max,0.04791859848329305
Pkt Len Var,SYN Flag Cnt,0.0478866839403722
Fwd PSH Flags,Pkt Len Var,0.04788668394037219
Flow IAT Max,Subflow Bwd Byts,0.047662625294061865
TotLen Bwd Pkts,Flow IAT Max,0.047662625294061844
Fwd Pkt Len Max,FIN Flag Cnt,0.04763408550204137
Fwd IAT Std,Fwd IAT Min,0.04760784990213117
Fwd IAT Min,URG Flag Cnt,0.047472271728401204
Pkt Len Std,Down/Up Ratio,0.04735317554206107
Flow IAT Max,Bwd Header Len,0.047320485430445994
Fwd IAT Mean,Bwd Pkts/s,0.04720277187804285
Protocol,Bwd Seg Size Avg,0.04719687218895184
Protocol,Bwd Pkt Len Mean,0.04719687218895183
Bwd IAT Max,Bwd Pkts/s,0.04718304673770812
Fwd IAT Mean,Fwd Pkts/s,0.04715586584218859
Bwd IAT Max,Fwd Pkts/s,0.04713816022676964
Dst Port,Flow IAT Min,0.04711481969376457
Flow IAT Min,Bwd IAT Mean,0.04695185375904278
Bwd Pkts/s,Idle Max,0.046596491641803316
Fwd Pkts/s,Idle Max,0.04655105539457058
Fwd IAT Std,Bwd Pkts/s,0.046524901690071445
Flow IAT Min,URG Flag Cnt,0.046504700149973786
Fwd IAT Std,Fwd Pkts/s,0.04647932079787649
Bwd Pkt Len Std,FIN Flag Cnt,0.04638285985523049
Bwd Pkts/s,Idle Mean,0.04633552036177045
Fwd Pkts/s,Idle Mean,0.04629033119429654
Fwd Pkt Len Max,Idle Max,0.04628368254645209
Fwd IAT Max,RST Flag Cnt,0.0459633638827705
Fwd IAT Max,ECE Flag Cnt,0.045963189296849234
Fwd IAT Min,ECE Flag Cnt,0.04595068268964685
Fwd IAT Min,RST Flag Cnt,0.04594947767117156
Fwd Pkt Len Std,Idle Max,0.04594428330515495
Fwd Pkt Len Std,FIN Flag Cnt,0.045672171920738656
Flow IAT Min,ECE Flag Cnt,0.04562318473647213
Flow IAT Min,RST Flag Cnt,0.04562194242670218
Pkt Len Min,Active Mean,0.04546661241261474
Bwd Pkt Len Mean,FIN Flag Cnt,0.045335630601632454
FIN Flag Cnt,Bwd Seg Size Avg,0.045335630601632454
Bwd Pkts/s,Idle Min,0.04512885334742666
Tot Fwd Pkts,Bwd IAT Std,0.04511816684847828
Bwd IAT Std,Subflow Fwd Pkts,0.04511816684847828
Bwd Header Len,Pkt Len Min,0.04510579838746304
Fwd Pkts/s,Idle Min,0.045084832557812274
Fwd IAT Max,Fwd Act Data Pkts,0.04474915022481074
Flow Pkts/s,FIN Flag Cnt,0.04454874511374708
Fwd Pkt Len Min,Active Mean,0.04445958623712337
Bwd IAT Mean,Bwd Pkts/s,0.044409034704891645
FIN Flag Cnt,Init Fwd Win Byts,0.0443813431278556
Bwd IAT Mean,Fwd Pkts/s,0.044365652567516366
ACK Flag Cnt,Active Std,0.04421963106707165
Fwd Pkt Len Min,Bwd Header Len,0.04417070658168946
Fwd Pkt Len Std,Flow IAT Max,0.04413816482890009
Flow IAT Mean,Pkt Len Var,0.04409867663261169
Fwd Pkt Len Max,Idle Mean,0.043994570565415156
Fwd Pkt Len Std,Idle Mean,0.04364046778455346
Dst Port,Fwd Header Len,0.04359462474648993
Flow IAT Mean,Bwd Pkts/s,0.04331790405276381
Flow IAT Mean,Fwd Pkts/s,0.043274903281570236
Fwd IAT Min,Bwd IAT Tot,0.04321962144295967
Bwd Pkts/s,RST Flag Cnt,0.04310554971654312
Bwd Pkts/s,ECE Flag Cnt,0.0431048633928728
Fwd Pkts/s,RST Flag Cnt,0.043067340765179936
Fwd Pkts/s,ECE Flag Cnt,0.04306665521259098
Down/Up Ratio,Active Std,0.04306308662876226
Flow Pkts/s,Fwd IAT Min,0.0429688333797138
Flow IAT Mean,Fwd IAT Std,0.042578439666513486
Pkt Len Min,Pkt Len Mean,0.042545370975039416
SYN Flag Cnt,RST Flag Cnt,0.04228756379599124
Fwd PSH Flags,RST Flag Cnt,0.04228756379599124
Fwd PSH Flags,ECE Flag Cnt,0.04228689081388507
SYN Flag Cnt,ECE Flag Cnt,0.04228689081388507
Protocol,Active Min,0.04222528267209786
Flow Pkts/s,Flow IAT Min,0.04213012257937614
Down/Up Ratio,Idle Std,0.04206833502124969
ACK Flag Cnt,Subflow Fwd Pkts,0.041774367226150466
Tot Fwd Pkts,ACK Flag Cnt,0.041774367226150466
Flow Byts/s,Pkt Len Max,0.04156497110962915
Bwd Pkt Len Std,Flow Byts/s,0.04120875710945823
Fwd IAT Std,Subflow Fwd Pkts,0.04034104102123634
Tot Fwd Pkts,Fwd IAT Std,0.04034104102123634
Tot Fwd Pkts,Fwd IAT Max,0.04023423721439608
Fwd IAT Max,Subflow Fwd Pkts,0.04023423721439608
Bwd Pkt Len Min,Active Min,0.04019232519493255
Bwd Pkt Len Std,Subflow Fwd Byts,0.03992842985017976
TotLen Fwd Pkts,Bwd Pkt Len Std,0.039928429850179754
Fwd Pkts/s,URG Flag Cnt,0.03986846538341497
Bwd Header Len,Fwd Seg Size Avg,0.03978178545012464
Fwd Pkt Len Mean,Bwd Header Len,0.039781785450124625
Dst Port,Init Bwd Win Byts,0.0395936198575334
FIN Flag Cnt,Fwd Act Data Pkts,0.03946866827522097
Dst Port,Tot Fwd Pkts,0.03946537881619516
Dst Port,Subflow Fwd Pkts,0.03946537881619516
PSH Flag Cnt,Subflow Fwd Byts,0.038984515168838094
TotLen Fwd Pkts,PSH Flag Cnt,0.038984515168838094
Flow IAT Max,Fwd Header Len,0.038961678286619984
Flow Duration,Init Fwd Win Byts,0.03887072015769801
Dst Port,ECE Flag Cnt,0.03874746002570078
Dst Port,RST Flag Cnt,0.03873732459310385
Fwd IAT Tot,Init Fwd Win Byts,0.03865189452095036
Fwd Pkt Len Std,Idle Min,0.03862417078535528
Fwd Pkt Len Max,Idle Min,0.038604086373257
Bwd IAT Std,Down/Up Ratio,0.03829428406704115
Flow Byts/s,Init Fwd Win Byts,0.037945013280210466
Dst Port,Active Std,0.037797085393640135
Fwd IAT Min,Bwd Pkts/s,0.03746950189538622
Fwd IAT Min,Fwd Pkts/s,0.03743214375977102
Fwd Pkt Len Max,Idle Std,0.03720546767431493
Fwd Pkt Len Min,Bwd Pkt Len Mean,0.036979596334287414
Fwd Pkt Len Min,Bwd Seg Size Avg,0.03697959633428741
Flow IAT Min,Bwd Pkts/s,0.03673807437041605
Protocol,Tot Bwd Pkts,0.03672661558861638
Protocol,Subflow Bwd Pkts,0.03672661558861638
Flow IAT Min,Fwd Pkts/s,0.03670153315775889
Fwd Pkt Len Std,Idle Std,0.036662996125826394
Tot Fwd Pkts,Idle Std,0.03640867266468124
Subflow Fwd Pkts,Idle Std,0.03640867266468124
Flow IAT Max,Fwd Act Data Pkts,0.03635723373779591
Pkt Len Min,Bwd Seg Size Avg,0.03631636836038665
Bwd Pkt Len Mean,Pkt Len Min,0.036316368360386646
SYN Flag Cnt,Subflow Bwd Byts,0.03627671716128607
Fwd PSH Flags,Subflow Bwd Byts,0.03627671716128607
TotLen Bwd Pkts,Fwd PSH Flags,0.03627671716128606
TotLen Bwd Pkts,SYN Flag Cnt,0.03627671716128606
ACK Flag Cnt,Active Mean,0.036210194419543394
Flow Pkts/s,Down/Up Ratio,0.0361552265255559
Fwd IAT Std,Down/Up Ratio,0.036135747633127886
Bwd Pkt Len Min,Idle Std,0.03612571493143228
Flow Byts/s,Bwd Seg Size Avg,0.03604247232485659
Bwd Pkt Len Mean,Flow Byts/s,0.036042472324856585
Flow IAT Std,Init Bwd Win Byts,0.035947146140028655
Protocol,Idle Std,0.03581295886449424
Protocol,FIN Flag Cnt,0.03573218669418703
Bwd Pkt Len Mean,Fwd Seg Size Min,0.03532355235298317
Bwd Seg Size Avg,Fwd Seg Size Min,0.035323552352983165
Fwd Pkt Len Min,Pkt Len Mean,0.0353223407120684
Fwd Header Len,URG Flag Cnt,0.03531169700603982
Pkt Len Min,Active Min,0.035089679197570854
Fwd Pkts/s,Init Fwd Win Byts,0.034993503818422936
Fwd PSH Flags,Idle Max,0.0349102405425323
SYN Flag Cnt,Idle Max,0.0349102405425323
Bwd IAT Min,SYN Flag Cnt,0.03490317199924885
Bwd IAT Min,Fwd PSH Flags,0.03490317199924885
Bwd IAT Tot,RST Flag Cnt,0.034789161368948905
Bwd IAT Tot,ECE Flag Cnt,0.034787618388137626
SYN Flag Cnt,Idle Mean,0.034738340871537356
Fwd PSH Flags,Idle Mean,0.034738340871537356
Bwd IAT Tot,Init Bwd Win Byts,0.0346192491358154
Tot Bwd Pkts,Pkt Len Min,0.03437848649052484
Pkt Len Min,Subflow Bwd Pkts,0.034378486490524836
URG Flag Cnt,Subflow Fwd Pkts,0.034306442789678294
Tot Fwd Pkts,URG Flag Cnt,0.034306442789678294
Fwd Pkt Len Min,Active Min,0.034280515710560636
Fwd IAT Std,Bwd IAT Min,0.034202155302116705
Active Std,Active Min,0.03418109287058028
Flow Byts/s,Pkt Len Std,0.034091203590610276
Flow IAT Min,SYN Flag Cnt,0.033698464373899055
Flow IAT Min,Fwd PSH Flags,0.033698464373899055
Flow Byts/s,Fwd Act Data Pkts,0.033694216436254976
Fwd Pkt Len Min,Subflow Bwd Pkts,0.03367412416130008
Tot Bwd Pkts,Fwd Pkt Len Min,0.03367412416130008
Fwd Pkt Len Min,Fwd Seg Size Avg,0.03352636225239951
Fwd Pkt Len Min,Fwd Pkt Len Mean,0.03352636225239951
SYN Flag Cnt,URG Flag Cnt,0.03344523285215448
Fwd PSH Flags,URG Flag Cnt,0.03344523285215448
Fwd PSH Flags,Idle Min,0.033423415349856746
SYN Flag Cnt,Idle Min,0.033423415349856746
Fwd Pkt Len Max,Flow Byts/s,0.03331440767682162
Bwd IAT Std,Fwd Header Len,0.033284376369483185
Pkt Len Min,FIN Flag Cnt,0.0332512166718517
Bwd Pkt Len Min,Pkt Len Mean,0.0326830569000976
Bwd Seg Size Avg,Subflow Fwd Byts,0.032605988364925696
TotLen Fwd Pkts,Bwd Seg Size Avg,0.032605988364925696
TotLen Fwd Pkts,Bwd Pkt Len Mean,0.03260598836492569
Bwd Pkt Len Mean,Subflow Fwd Byts,0.03260598836492569
Bwd Pkt Len Min,FIN Flag Cnt,0.032604932263104194
Fwd Pkt Len Min,FIN Flag Cnt,0.03260379583348402
Init Bwd Win Byts,Fwd Seg Size Min,0.03203418537333044
FIN Flag Cnt,ACK Flag Cnt,0.03183975088801418
Tot Bwd Pkts,Fwd IAT Max,0.031733895191724974
Fwd IAT Max,Subflow Bwd Pkts,0.03173389519172497
Subflow Bwd Pkts,Fwd Seg Size Min,0.03172240981747322
Tot Bwd Pkts,Fwd Seg Size Min,0.03172240981747322
Fwd Header Len,Down/Up Ratio,0.03168066470142765
Fwd Pkt Len Mean,Idle Std,0.03165134631603265
Fwd Seg Size Avg,Idle Std,0.03165134631603265
Bwd IAT Mean,Fwd Seg Size Avg,0.031418369930135026
Fwd Pkt Len Mean,Bwd IAT Mean,0.031418369930135026
Fwd IAT Min,SYN Flag Cnt,0.031346590433051165
Fwd IAT Min,Fwd PSH Flags,0.031346590433051165
Fwd Pkt Len Max,Subflow Bwd Byts,0.030802683852962445
TotLen Bwd Pkts,Fwd Pkt Len Max,0.030802683852962438
Subflow Bwd Pkts,Idle Std,0.030587694183163615
Tot Bwd Pkts,Idle Std,0.030587694183163615
Subflow Fwd Byts,Init Fwd Win Byts,0.030504175384800332
TotLen Fwd Pkts,Init Fwd Win Byts,0.030504175384800332
Bwd Pkt Len Min,Bwd Header Len,0.030503086045496706
SYN Flag Cnt,Subflow Bwd Pkts,0.030256823201864375
Tot Bwd Pkts,Fwd PSH Flags,0.030256823201864375
Fwd PSH Flags,Subflow Bwd Pkts,0.030256823201864375
Tot Bwd Pkts,SYN Flag Cnt,0.030256823201864375
Fwd Header Len,Idle Std,0.03022173137281034
Dst Port,Bwd Header Len,0.03017400845764434
Bwd Header Len,Idle Std,0.030092891761659045
Bwd IAT Min,Idle Std,0.030090667205181647
Fwd IAT Min,Bwd IAT Max,0.02969236738625145
Tot Fwd Pkts,Down/Up Ratio,0.029482329594492776
Down/Up Ratio,Subflow Fwd Pkts,0.029482329594492776
Dst Port,Active Max,0.029435565968483318
Subflow Bwd Pkts,Init Fwd Win Byts,0.02928026438823602
Tot Bwd Pkts,Init Fwd Win Byts,0.02928026438823602
Flow Duration,ACK Flag Cnt,0.029109923215921815
Flow Pkts/s,Active Max,0.02890614572044309
Tot Fwd Pkts,Flow IAT Std,0.028806353362162737
Flow IAT Std,Subflow Fwd Pkts,0.028806353362162734
Fwd IAT Max,Bwd Header Len,0.028799093177194833
Fwd IAT Max,Subflow Bwd Byts,0.028594957620183426
TotLen Bwd Pkts,Fwd IAT Max,0.028594957620183426
Fwd IAT Std,Fwd Header Len,0.028581738021871382
ACK Flag Cnt,Active Min,0.028437005103543505
URG Flag Cnt,Active Std,0.028151160046144368
ECE Flag Cnt,Active Min,0.02809730395827329
RST Flag Cnt,Active Min,0.028096332362644676
Bwd IAT Tot,Down/Up Ratio,0.02809100144885225
Bwd Pkt Len Max,Bwd IAT Min,0.028006855453697986
Dst Port,Fwd Seg Size Min,0.0279636554085274
Tot Bwd Pkts,Fwd Seg Size Avg,0.02771117404893277
Tot Bwd Pkts,Fwd Pkt Len Mean,0.02771117404893277
Fwd Seg Size Avg,Subflow Bwd Pkts,0.027711174048932766
Fwd Pkt Len Mean,Subflow Bwd Pkts,0.027711174048932766
Flow IAT Std,RST Flag Cnt,0.02770178386344126
Flow IAT Std,ECE Flag Cnt,0.027700365155473645
Bwd Header Len,SYN Flag Cnt,0.027423739502244287
Fwd PSH Flags,Bwd Header Len,0.02742373950224428
Bwd IAT Min,Pkt Len Max,0.02741536052532957
Tot Fwd Pkts,SYN Flag Cnt,0.02723389785414942
SYN Flag Cnt,Subflow Fwd Pkts,0.02723389785414942
Tot Fwd Pkts,Fwd PSH Flags,0.02723389785414942
Fwd PSH Flags,Subflow Fwd Pkts,0.02723389785414942
Flow Byts/s,Init Bwd Win Byts,0.027219200779520517
Down/Up Ratio,Idle Min,0.027195802163921565
Bwd Header Len,ACK Flag Cnt,0.027038409018656763
Fwd Pkt Len Max,Fwd IAT Max,0.02699189767471351
Bwd Pkt Len Min,Bwd Pkt Len Mean,0.026949792446394158
Bwd Pkt Len Min,Bwd Seg Size Avg,0.026949792446394137
Dst Port,Bwd Pkts/s,0.026857342235562996
Tot Fwd Pkts,Flow Pkts/s,0.02685459398925647
Flow Pkts/s,Subflow Fwd Pkts,0.026854593989256468
Fwd IAT Min,Fwd Header Len,0.026841490130056975
Flow Pkts/s,Fwd Header Len,0.02683189212022253
Pkt Len Min,Idle Std,0.02682511870501263
Flow Duration,Flow Byts/s,0.0265086496903581
Flow IAT Min,Fwd Header Len,0.02648629681100437
Protocol,Bwd IAT Min,0.026412930796575307
URG Flag Cnt,Active Max,0.02639097466529872
Fwd IAT Tot,ACK Flag Cnt,0.026355753503499644
Fwd Pkt Len Min,Idle Std,0.02634287287674675
Bwd IAT Min,Pkt Size Avg,0.0261539477426049
Fwd IAT Max,Fwd Header Len,0.026106016699033105
Flow IAT Std,Down/Up Ratio,0.025762416451792267
Flow Byts/s,Fwd IAT Tot,0.025699933505378348
Bwd IAT Min,Pkt Len Std,0.025637013710296076
Init Bwd Win Byts,Active Min,0.025621883309573663
Subflow Bwd Byts,Idle Std,0.02539052586147416
TotLen Bwd Pkts,Idle Std,0.02539052586147416
Bwd Pkts/s,Active Max,0.0252055757013205
Bwd IAT Min,Bwd Seg Size Avg,0.025183250968025147
Bwd Pkt Len Mean,Bwd IAT Min,0.025183250968025143
Fwd Pkts/s,Active Max,0.025182005351228973
Bwd IAT Std,Subflow Bwd Pkts,0.025174112655552534
Tot Bwd Pkts,Bwd IAT Std,0.025174112655552534
Flow IAT Mean,Fwd Header Len,0.025111076140820886
Bwd IAT Std,Bwd Header Len,0.025091910768764346
Tot Fwd Pkts,Bwd Pkts/s,0.024934538011076385
Bwd Pkts/s,Subflow Fwd Pkts,0.024934538011076385
Dst Port,Subflow Bwd Pkts,0.024827617922365926
Dst Port,Tot Bwd Pkts,0.024827617922365926
ECE Flag Cnt,Active Mean,0.024810109958509276
RST Flag Cnt,Active Mean,0.02480904760376423
TotLen Fwd Pkts,Fwd Seg Size Min,0.024543953345886427
Subflow Fwd Byts,Fwd Seg Size Min,0.024543953345886427
Flow IAT Min,Active Max,0.02453213558298405
Fwd IAT Mean,Idle Std,0.02443062466569763
Fwd Pkt Len Std,Flow Byts/s,0.024149375528165134
Flow Byts/s,Flow IAT Max,0.024032081666654694
Tot Fwd Pkts,Bwd IAT Mean,0.023989085026791274
Bwd IAT Mean,Subflow Fwd Pkts,0.023989085026791274
Fwd Header Len,Bwd Pkts/s,0.02381080671133718
Flow Duration,FIN Flag Cnt,0.023766819959466664
Init Bwd Win Byts,Active Std,0.023612091848216245
Bwd IAT Min,Pkt Len Mean,0.02350586873707421
Fwd IAT Min,Active Max,0.023484363131493168
FIN Flag Cnt,Init Bwd Win Byts,0.023481124327094458
ACK Flag Cnt,Idle Std,0.023429911154705437
Flow Pkts/s,Active Std,0.023346093232704205
Fwd Header Len,Fwd Pkts/s,0.023167647095561798
Fwd Pkts/s,Down/Up Ratio,0.02308977878613999
Bwd Pkt Len Std,Bwd IAT Min,0.023062511987633212
Flow Byts/s,Fwd IAT Max,0.0230473047716525
Fwd IAT Tot,FIN Flag Cnt,0.02304029692566611
Down/Up Ratio,Idle Mean,0.022782628514258853
Tot Fwd Pkts,Fwd Pkts/s,0.0226344610013409
Fwd Pkts/s,Subflow Fwd Pkts,0.0226344610013409
Fwd IAT Min,Bwd IAT Mean,0.022566692827962663
Tot Bwd Pkts,Fwd IAT Std,0.022530468367617434
Fwd IAT Std,Subflow Bwd Pkts,0.022530468367617434
Flow Byts/s,Pkt Len Mean,0.022306284466217616
Fwd Pkt Len Max,Bwd IAT Min,0.022238800593316104
Fwd IAT Mean,Active Std,0.02201159779418045
Fwd IAT Std,Bwd Header Len,0.021929053706334967
Fwd IAT Mean,Fwd Header Len,0.021892848421474286
Flow IAT Mean,SYN Flag Cnt,0.021800538282107203
Flow IAT Mean,Fwd PSH Flags,0.021800538282107203
Bwd IAT Min,Fwd Seg Size Min,0.021699895231672952
Tot Fwd Pkts,Fwd IAT Min,0.02168685352730921
Fwd IAT Min,Subflow Fwd Pkts,0.021686853527309206
Flow Pkts/s,Active Mean,0.021623334500670173
Flow IAT Min,Subflow Fwd Pkts,0.021489890082122886
Tot Fwd Pkts,Flow IAT Min,0.021489890082122882
Fwd Header Len,SYN Flag Cnt,0.021390047560601685
Fwd PSH Flags,Fwd Header Len,0.021390047560601682
Protocol,Subflow Fwd Byts,0.02135286390191761
Protocol,TotLen Fwd Pkts,0.02135286390191761
Bwd IAT Tot,Fwd Seg Size Min,0.021296970661741858
Bwd IAT Std,Fwd Seg Size Min,0.021290642510347988
Fwd IAT Std,Init Bwd Win Byts,0.021249095777262965
Flow IAT Max,FIN Flag Cnt,0.021219231575682812
Fwd IAT Std,RST Flag Cnt,0.021120216115805595
Fwd IAT Std,ECE Flag Cnt,0.021118771985131735
Bwd Header Len,URG Flag Cnt,0.020928112818250952
Flow IAT Min,Active Std,0.02077118843554181
Flow Byts/s,Bwd IAT Tot,0.02074654718442459
ACK Flag Cnt,Subflow Fwd Byts,0.02067476841254413
TotLen Fwd Pkts,ACK Flag Cnt,0.02067476841254413
Fwd IAT Mean,Pkt Len Var,0.020653923507360325
Bwd Pkts/s,Active Std,0.02035757361020032
Fwd IAT Min,Active Std,0.02034499218145091
Fwd Pkts/s,Active Std,0.02033815955113173
Fwd IAT Max,FIN Flag Cnt,0.02032585754333977
Init Bwd Win Byts,Active Mean,0.01983857105794389
Pkt Len Var,FIN Flag Cnt,0.019811989264806706
Tot Bwd Pkts,Bwd Pkt Len Min,0.01975943752925406
Bwd Pkt Len Min,Subflow Bwd Pkts,0.01975943752925406
Fwd Pkt Len Max,Flow IAT Max,0.019714948142550252
Flow IAT Std,Fwd IAT Min,0.019527076749409053
Pkt Len Min,Subflow Fwd Byts,0.019451899488610334
TotLen Fwd Pkts,Pkt Len Min,0.019451899488610334
RST Flag Cnt,Fwd Seg Size Min,0.019361968226374943
ECE Flag Cnt,Fwd Seg Size Min,0.019358634087613152
Bwd IAT Mean,SYN Flag Cnt,0.019184744074561378
Bwd IAT Mean,Fwd PSH Flags,0.019184744074561378
Tot Bwd Pkts,ACK Flag Cnt,0.01908173888983781
ACK Flag Cnt,Subflow Bwd Pkts,0.019081738889837805
Bwd Pkt Len Min,Subflow Fwd Byts,0.019079131859136435
TotLen Fwd Pkts,Bwd Pkt Len Min,0.019079131859136435
Bwd Pkts/s,Active Mean,0.0188549346078624
Bwd IAT Tot,FIN Flag Cnt,0.018844781882384438
Flow Byts/s,Bwd IAT Std,0.018843961999626953
Fwd Pkts/s,Active Mean,0.018837567922470027
Bwd IAT Tot,Subflow Fwd Byts,0.018808893006913026
TotLen Fwd Pkts,Bwd IAT Tot,0.018808893006913026
Flow IAT Mean,Subflow Fwd Pkts,0.01877503157944474
Tot Fwd Pkts,Flow IAT Mean,0.01877503157944474
Fwd IAT Tot,Fwd Seg Size Avg,0.018695126648074864
Fwd Pkt Len Mean,Fwd IAT Tot,0.018695126648074857
Flow Byts/s,Flow IAT Std,0.018493495086643805
FIN Flag Cnt,Down/Up Ratio,0.018434998774663945
Flow IAT Std,Fwd Header Len,0.018371855088801993
Protocol,TotLen Bwd Pkts,0.0183191291367298
Protocol,Subflow Bwd Byts,0.0183191291367298
Init Bwd Win Byts,Idle Std,0.018275811819900834
Fwd IAT Min,Bwd Header Len,0.018199792211482005
Flow Pkts/s,Bwd Header Len,0.01814942667352789
Flow Byts/s,URG Flag Cnt,0.018121161297435632
Down/Up Ratio,Idle Max,0.018078793787413377
Flow Byts/s,Fwd IAT Mean,0.018066264261918714
Flow IAT Min,Bwd Header Len,0.018050338823902726
Flow Byts/s,Bwd IAT Max,0.017989424844551634
TotLen Fwd Pkts,Active Max,0.017980752432229935
Subflow Fwd Byts,Active Max,0.017980752432229935
Bwd IAT Max,Init Bwd Win Byts,0.017967568514983163
Fwd Pkt Len Min,Subflow Fwd Byts,0.017874715252148968
TotLen Fwd Pkts,Fwd Pkt Len Min,0.017874715252148968
Flow Byts/s,Idle Max,0.017793809586516957
Flow Byts/s,Fwd IAT Std,0.01778923475516085
Flow Byts/s,Idle Mean,0.017694457001345965
Flow Byts/s,Pkt Size Avg,0.017662303718189148
Flow IAT Min,Active Mean,0.017630753014093465
Fwd Pkt Len Std,Bwd IAT Min,0.017598436978926643
Tot Bwd Pkts,URG Flag Cnt,0.017540364824003705
URG Flag Cnt,Subflow Bwd Pkts,0.017540364824003705
Bwd IAT Min,ACK Flag Cnt,0.017464123318668756
Fwd Pkt Len Min,Flow Byts/s,0.017442206349695503
Bwd Pkt Len Min,Bwd IAT Min,0.017414349362647828
Flow Pkts/s,Active Min,0.017414011716634217
Bwd IAT Min,Pkt Len Min,0.017394153096128153
Flow Duration,Fwd Pkt Len Mean,0.017326311420770013
Flow Duration,Fwd Seg Size Avg,0.017326311420770013
Bwd IAT Std,SYN Flag Cnt,0.017294180322475785
Bwd IAT Std,Fwd PSH Flags,0.017294180322475785
